BilledAmt,Date
825,12/3/2013
750,12/3/2013
1050,12/3/2013
1200,12/3/2013
1800,12/3/2013
750,12/3/2013
225,12/3/2013
225,12/3/2013
750,12/3/2013
225,12/3/2013
3150,12/3/2013
225,12/3/2013
1575,12/3/2013
675,12/3/2013
900,12/3/2013
525,12/3/2013
600,12/3/2013
450,12/3/2013
750,12/3/2013
3750,12/3/2013
1500,12/3/2013
900,12/3/2013
375,12/3/2013
675,12/3/2013
525,12/3/2013
1125,12/3/2013
300,12/3/2013
375,12/3/2013
225,12/3/2013
225,12/3/2013
1800,12/3/2013
450,12/3/2013
1500,12/3/2013
2700,12/3/2013
1050,12/3/2013
300,12/3/2013
1500,12/3/2013
1125,12/3/2013
300,12/3/2013
150,12/3/2013
1650,12/3/2013
525,12/3/2013
2550,12/3/2013
1200,12/3/2013
1650,12/3/2013
450,12/3/2013
975,12/3/2013
900,12/3/2013
450,12/3/2013
300,12/3/2013
600,12/3/2013
1950,12/3/2013
1650,12/3/2013
150,12/3/2013
525,12/3/2013
2625,12/3/2013
750,12/3/2013
150,12/4/2013
1350,12/4/2013
600,12/4/2013
3300,12/4/2013
300,12/4/2013
3300,12/4/2013
900,12/4/2013
1800,12/4/2013
1200,12/4/2013
2700,12/4/2013
2400,12/4/2013
150,12/4/2013
600,12/4/2013
750,12/4/2013
150,12/4/2013
750,12/4/2013
150,12/4/2013
150,12/4/2013
2025,12/4/2013
1350,12/4/2013
375,12/4/2013
4950,12/4/2013
975,12/4/2013
150,12/4/2013
675,12/4/2013
825,12/4/2013
600,12/4/2013
225,12/4/2013
300,12/4/2013
600,12/4/2013
1575,12/4/2013
75,12/4/2013
525,12/4/2013
900,12/4/2013
75,12/4/2013
825,12/4/2013
525,12/4/2013
450,12/4/2013
1500,12/4/2013
2250,12/4/2013
375,12/4/2013
1350,12/4/2013
225,12/4/2013
1125,12/4/2013
450,12/4/2013
2700,12/4/2013
1350,12/4/2013
5250,12/4/2013
375,12/4/2013
75,12/4/2013
600,12/4/2013
450,12/4/2013
450,12/4/2013
375,12/4/2013
900,12/4/2013
450,12/4/2013
300,12/4/2013
1350,12/4/2013
450,12/4/2013
225,12/4/2013
825,12/5/2013
750,12/5/2013
300,12/5/2013
450,12/5/2013
1500,12/5/2013
2400,12/5/2013
3600,12/5/2013
1800,12/5/2013
1800,12/5/2013
900,12/5/2013
600,12/5/2013
525,12/5/2013
1575,12/5/2013
1200,12/5/2013
1050,12/5/2013
600,12/5/2013
150,12/5/2013
600,12/5/2013
525,12/5/2013
450,12/5/2013
1500,12/5/2013
825,12/5/2013
150,12/5/2013
675,12/5/2013
525,12/5/2013
300,12/5/2013
225,12/5/2013
975,12/5/2013
150,12/5/2013
525,12/5/2013
225,12/5/2013
1125,12/5/2013
75,12/5/2013
750,12/5/2013
975,12/5/2013
225,12/5/2013
1500,12/5/2013
1200,12/5/2013
1200,12/5/2013
525,12/5/2013
3600,12/5/2013
300,12/5/2013
525,12/5/2013
300,12/5/2013
225,12/5/2013
1425,12/5/2013
675,12/5/2013
1500,12/5/2013
750,12/5/2013
450,12/5/2013
600,12/5/2013
1650,12/5/2013
150,12/5/2013
1950,12/5/2013
750,12/5/2013
1050,12/5/2013
525,12/5/2013
150,12/5/2013
750,12/5/2013
1500,12/5/2013
225,12/5/2013
225,12/5/2013
225,12/5/2013
225,12/5/2013
1275,12/5/2013
750,12/5/2013
1050,12/5/2013
1125,12/5/2013
600,12/5/2013
1500,12/6/2013
300,12/6/2013
375,12/6/2013
750,12/6/2013
150,12/6/2013
2400,12/6/2013
450,12/6/2013
750,12/6/2013
750,12/6/2013
3900,12/6/2013
750,12/6/2013
225,12/6/2013
1650,12/6/2013
300,12/6/2013
1800,12/6/2013
600,12/6/2013
300,12/6/2013
375,12/6/2013
525,12/6/2013
450,12/6/2013
75,12/6/2013
75,12/6/2013
75,12/6/2013
150,12/6/2013
675,12/6/2013
225,12/6/2013
150,12/6/2013
525,12/6/2013
1125,12/6/2013
300,12/6/2013
150,12/6/2013
675,12/6/2013
225,12/6/2013
1575,12/6/2013
750,12/6/2013
300,12/6/2013
2400,12/6/2013
375,12/6/2013
1125,12/6/2013
675,12/6/2013
1500,12/6/2013
300,12/6/2013
450,12/6/2013
2100,12/6/2013
2100,12/6/2013
450,12/6/2013
1050,12/6/2013
450,12/6/2013
225,12/6/2013
600,12/6/2013
675,12/6/2013
75,12/6/2013
2625,12/6/2013
525,12/6/2013
750,12/6/2013
375,12/6/2013
1650,12/6/2013
1200,12/6/2013
600,12/7/2013
3600,12/7/2013
675,12/7/2013
900,12/7/2013
300,12/7/2013
1125,12/7/2013
525,12/7/2013
300,12/7/2013
1800,12/7/2013
600,12/7/2013
1500,12/7/2013
375,12/7/2013
375,12/7/2013
75,12/7/2013
450,12/7/2013
300,12/7/2013
975,12/7/2013
225,12/7/2013
150,12/7/2013
525,12/7/2013
1200,12/7/2013
1800,12/8/2013
75,12/8/2013
1050,12/8/2013
2100,12/8/2013
300,12/8/2013
150,12/8/2013
75,12/8/2013
450,12/8/2013
225,12/8/2013
1050,12/8/2013
900,12/8/2013
6300,12/8/2013
1200,12/8/2013
150,12/8/2013
600,12/8/2013
2025,12/8/2013
1200,12/8/2013
150,12/8/2013
300,12/8/2013
525,12/8/2013
300,12/8/2013
750,12/8/2013
3000,12/8/2013
450,12/8/2013
1050,12/8/2013
1350,12/8/2013
1800,12/8/2013
300,12/8/2013
600,12/8/2013
600,12/8/2013
450,12/8/2013
600,12/8/2013
3000,12/8/2013
525,12/9/2013
300,12/9/2013
750,12/9/2013
600,12/9/2013
1500,12/9/2013
600,12/9/2013
525,12/9/2013
1500,12/9/2013
2100,12/9/2013
1500,12/9/2013
1350,12/9/2013
150,12/9/2013
2100,12/9/2013
300,12/9/2013
600,12/9/2013
1050,12/9/2013
750,12/9/2013
75,12/9/2013
1200,12/9/2013
225,12/9/2013
1050,12/9/2013
675,12/9/2013
1350,12/9/2013
900,12/9/2013
1800,12/9/2013
1800,12/9/2013
975,12/9/2013
225,12/9/2013
750,12/9/2013
525,12/9/2013
825,12/9/2013
600,12/9/2013
1575,12/9/2013
1350,12/9/2013
2475,12/9/2013
750,12/9/2013
975,12/9/2013
600,12/9/2013
300,12/9/2013
825,12/9/2013
675,12/9/2013
675,12/9/2013
675,12/9/2013
900,12/9/2013
375,12/9/2013
750,12/9/2013
525,12/9/2013
450,12/9/2013
1950,12/9/2013
675,12/9/2013
750,12/9/2013
900,12/9/2013
1500,12/9/2013
300,12/9/2013
600,12/9/2013
450,12/9/2013
75,12/9/2013
450,12/9/2013
225,12/9/2013
1050,12/9/2013
150,12/9/2013
900,12/9/2013
1950,12/9/2013
1500,12/9/2013
600,12/9/2013
375,12/10/2013
450,12/10/2013
2700,12/10/2013
600,12/10/2013
150,12/10/2013
150,12/10/2013
300,12/10/2013
3000,12/10/2013
450,12/10/2013
600,12/10/2013
600,12/10/2013
2100,12/10/2013
1500,12/10/2013
1050,12/10/2013
1200,12/10/2013
225,12/10/2013
525,12/10/2013
525,12/10/2013
150,12/10/2013
525,12/10/2013
1575,12/10/2013
525,12/10/2013
1125,12/10/2013
150,12/10/2013
1425,12/10/2013
900,12/10/2013
525,12/10/2013
75,12/10/2013
900,12/10/2013
300,12/10/2013
150,12/10/2013
4950,12/10/2013
750,12/10/2013
150,12/10/2013
450,12/10/2013
1125,12/10/2013
975,12/10/2013
300,12/10/2013
150,12/10/2013
1350,12/10/2013
675,12/10/2013
300,12/10/2013
375,12/10/2013
150,12/10/2013
825,12/10/2013
1950,12/10/2013
300,12/10/2013
525,12/10/2013
300,12/10/2013
225,12/10/2013
750,12/10/2013
450,12/10/2013
150,12/10/2013
900,12/10/2013
300,12/10/2013
900,12/10/2013
1200,12/10/2013
150,12/10/2013
1350,12/10/2013
225,12/10/2013
825,12/10/2013
2100,12/10/2013
750,12/10/2013
1125,12/10/2013
1050,12/10/2013
1200,12/11/2013
2700,12/11/2013
675,12/11/2013
300,12/11/2013
2400,12/11/2013
1050,12/11/2013
150,12/11/2013
675,12/11/2013
300,12/11/2013
1800,12/11/2013
1650,12/11/2013
3000,12/11/2013
375,12/11/2013
150,12/11/2013
150,12/11/2013
1500,12/11/2013
975,12/11/2013
1350,12/11/2013
225,12/11/2013
825,12/11/2013
3600,12/11/2013
300,12/11/2013
600,12/11/2013
450,12/11/2013
450,12/11/2013
750,12/11/2013
1200,12/11/2013
450,12/11/2013
225,12/11/2013
300,12/11/2013
375,12/11/2013
450,12/11/2013
225,12/11/2013
450,12/11/2013
525,12/11/2013
600,12/11/2013
75,12/11/2013
1575,12/11/2013
900,12/11/2013
375,12/11/2013
1125,12/11/2013
300,12/11/2013
450,12/11/2013
1200,12/11/2013
375,12/11/2013
900,12/11/2013
375,12/11/2013
1800,12/11/2013
450,12/11/2013
525,12/11/2013
1350,12/11/2013
750,12/11/2013
75,12/11/2013
1050,12/11/2013
600,12/11/2013
900,12/11/2013
750,12/11/2013
900,12/11/2013
300,12/11/2013
225,12/11/2013
900,12/11/2013
450,12/11/2013
300,12/11/2013
225,12/11/2013
750,12/11/2013
150,12/11/2013
2700,12/11/2013
2250,12/11/2013
1200,12/11/2013
675,12/11/2013
600,12/12/2013
2100,12/12/2013
1800,12/12/2013
2100,12/12/2013
75,12/12/2013
375,12/12/2013
600,12/12/2013
2700,12/12/2013
3600,12/12/2013
225,12/12/2013
375,12/12/2013
300,12/12/2013
75,12/12/2013
300,12/12/2013
900,12/12/2013
375,12/12/2013
150,12/12/2013
1800,12/12/2013
1050,12/12/2013
1050,12/12/2013
375,12/12/2013
225,12/12/2013
600,12/12/2013
2700,12/12/2013
300,12/12/2013
600,12/12/2013
1200,12/12/2013
150,12/12/2013
525,12/12/2013
825,12/12/2013
1500,12/12/2013
600,12/12/2013
1050,12/12/2013
525,12/12/2013
375,12/12/2013
4050,12/12/2013
375,12/12/2013
375,12/12/2013
450,12/12/2013
375,12/12/2013
900,12/12/2013
900,12/12/2013
3375,12/12/2013
75,12/12/2013
75,12/12/2013
1050,12/12/2013
75,12/12/2013
3150,12/12/2013
1125,12/12/2013
1125,12/12/2013
525,12/12/2013
1350,12/12/2013
1125,12/12/2013
1875,12/12/2013
600,12/12/2013
1800,12/12/2013
750,12/12/2013
750,12/12/2013
2250,12/12/2013
4125,12/12/2013
825,12/12/2013
375,12/12/2013
450,12/12/2013
225,12/12/2013
1275,12/12/2013
450,12/12/2013
1200,12/12/2013
975,12/12/2013
1575,12/12/2013
600,12/12/2013
525,12/12/2013
2250,12/12/2013
900,12/12/2013
2400,12/13/2013
1800,12/13/2013
300,12/13/2013
150,12/13/2013
300,12/13/2013
900,12/13/2013
2700,12/13/2013
1500,12/13/2013
825,12/13/2013
1950,12/13/2013
1350,12/13/2013
225,12/13/2013
600,12/13/2013
450,12/13/2013
1200,12/13/2013
150,12/13/2013
1125,12/13/2013
1800,12/13/2013
600,12/13/2013
825,12/13/2013
150,12/13/2013
2250,12/13/2013
1050,12/13/2013
4500,12/13/2013
375,12/13/2013
750,12/13/2013
150,12/13/2013
450,12/13/2013
225,12/13/2013
600,12/13/2013
1350,12/13/2013
525,12/13/2013
1650,12/13/2013
900,12/13/2013
1050,12/13/2013
1050,12/13/2013
225,12/13/2013
375,12/13/2013
900,12/13/2013
450,12/13/2013
675,12/13/2013
1950,12/13/2013
750,12/13/2013
2625,12/13/2013
2250,12/13/2013
1350,12/13/2013
750,12/13/2013
525,12/13/2013
225,12/13/2013
300,12/13/2013
600,12/13/2013
2850,12/13/2013
1200,12/13/2013
1800,12/13/2013
1650,12/13/2013
150,12/13/2013
450,12/13/2013
1200,12/13/2013
675,12/13/2013
525,12/13/2013
1125,12/13/2013
300,12/13/2013
300,12/13/2013
150,12/13/2013
2250,12/13/2013
825,12/13/2013
1950,12/13/2013
750,12/13/2013
1650,12/13/2013
450,12/13/2013
2100,12/14/2013
300,12/14/2013
825,12/14/2013
3900,12/14/2013
4500,12/14/2013
225,12/14/2013
900,12/14/2013
300,12/14/2013
1575,12/14/2013
600,12/14/2013
975,12/14/2013
1050,12/14/2013
225,12/14/2013
900,12/14/2013
900,12/14/2013
1050,12/14/2013
300,12/14/2013
375,12/14/2013
1425,12/14/2013
1050,12/14/2013
1050,12/15/2013
675,12/15/2013
525,12/15/2013
1800,12/15/2013
900,12/15/2013
1500,12/15/2013
600,12/15/2013
225,12/15/2013
1950,12/15/2013
4050,12/15/2013
2700,12/15/2013
525,12/15/2013
750,12/15/2013
300,12/15/2013
225,12/15/2013
675,12/15/2013
2250,12/15/2013
1125,12/15/2013
900,12/15/2013
300,12/15/2013
150,12/15/2013
75,12/15/2013
600,12/15/2013
375,12/15/2013
1200,12/15/2013
900,12/16/2013
675,12/16/2013
300,12/16/2013
2100,12/16/2013
525,12/16/2013
375,12/16/2013
450,12/16/2013
1800,12/16/2013
600,12/16/2013
1500,12/16/2013
300,12/16/2013
525,12/16/2013
1800,12/16/2013
900,12/16/2013
600,12/16/2013
1050,12/16/2013
750,12/16/2013
600,12/16/2013
225,12/16/2013
3600,12/16/2013
300,12/16/2013
375,12/16/2013
675,12/16/2013
750,12/16/2013
900,12/16/2013
300,12/16/2013
1575,12/16/2013
600,12/16/2013
450,12/16/2013
300,12/16/2013
525,12/16/2013
450,12/16/2013
150,12/16/2013
150,12/16/2013
1200,12/16/2013
300,12/16/2013
675,12/16/2013
225,12/16/2013
1500,12/16/2013
1350,12/16/2013
900,12/16/2013
675,12/16/2013
300,12/16/2013
450,12/16/2013
675,12/16/2013
450,12/16/2013
1050,12/16/2013
600,12/16/2013
1125,12/16/2013
600,12/16/2013
150,12/16/2013
150,12/16/2013
450,12/16/2013
300,12/16/2013
600,12/16/2013
1050,12/16/2013
1650,12/16/2013
1875,12/16/2013
1200,12/16/2013
1950,12/16/2013
150,12/17/2013
450,12/17/2013
3300,12/17/2013
900,12/17/2013
375,12/17/2013
150,12/17/2013
675,12/17/2013
450,12/17/2013
300,12/17/2013
225,12/17/2013
2400,12/17/2013
2100,12/17/2013
1800,12/17/2013
1500,12/17/2013
675,12/17/2013
900,12/17/2013
1050,12/17/2013
1350,12/17/2013
525,12/17/2013
225,12/17/2013
525,12/17/2013
1050,12/17/2013
600,12/17/2013
450,12/17/2013
900,12/17/2013
225,12/17/2013
675,12/17/2013
225,12/17/2013
675,12/17/2013
1050,12/17/2013
1350,12/17/2013
900,12/17/2013
375,12/17/2013
675,12/17/2013
75,12/17/2013
300,12/17/2013
450,12/17/2013
750,12/17/2013
600,12/17/2013
225,12/17/2013
1125,12/17/2013
75,12/17/2013
525,12/17/2013
675,12/17/2013
1200,12/17/2013
2400,12/17/2013
600,12/17/2013
900,12/17/2013
525,12/17/2013
900,12/17/2013
525,12/17/2013
150,12/17/2013
1500,12/17/2013
75,12/17/2013
450,12/17/2013
2400,12/17/2013
450,12/17/2013
300,12/17/2013
525,12/17/2013
1200,12/17/2013
300,12/17/2013
450,12/17/2013
150,12/17/2013
375,12/18/2013
1650,12/18/2013
300,12/18/2013
2400,12/18/2013
375,12/18/2013
525,12/18/2013
450,12/18/2013
1200,12/18/2013
300,12/18/2013
1650,12/18/2013
1500,12/18/2013
225,12/18/2013
75,12/18/2013
1650,12/18/2013
900,12/18/2013
2400,12/18/2013
450,12/18/2013
1200,12/18/2013
150,12/18/2013
1050,12/18/2013
225,12/18/2013
975,12/18/2013
525,12/18/2013
750,12/18/2013
375,12/18/2013
150,12/18/2013
300,12/18/2013
150,12/18/2013
900,12/18/2013
450,12/18/2013
1050,12/18/2013
450,12/18/2013
450,12/18/2013
150,12/18/2013
900,12/18/2013
900,12/18/2013
150,12/18/2013
825,12/18/2013
600,12/18/2013
750,12/18/2013
2250,12/18/2013
300,12/18/2013
600,12/18/2013
675,12/18/2013
750,12/18/2013
150,12/18/2013
300,12/18/2013
1500,12/18/2013
750,12/18/2013
1800,12/18/2013
750,12/18/2013
225,12/18/2013
150,12/18/2013
450,12/18/2013
900,12/18/2013
750,12/18/2013
1275,12/18/2013
750,12/18/2013
375,12/18/2013
900,12/18/2013
2850,12/18/2013
450,12/18/2013
1500,12/18/2013
1050,12/18/2013
1200,12/18/2013
525,12/19/2013
600,12/19/2013
150,12/19/2013
2400,12/19/2013
300,12/19/2013
600,12/19/2013
450,12/19/2013
450,12/19/2013
3150,12/19/2013
1050,12/19/2013
900,12/19/2013
600,12/19/2013
150,12/19/2013
675,12/19/2013
750,12/19/2013
150,12/19/2013
375,12/19/2013
1500,12/19/2013
75,12/19/2013
1575,12/19/2013
900,12/19/2013
1200,12/19/2013
450,12/19/2013
600,12/19/2013
2250,12/19/2013
525,12/19/2013
150,12/19/2013
3150,12/19/2013
1050,12/19/2013
1200,12/19/2013
300,12/19/2013
525,12/19/2013
450,12/19/2013
225,12/19/2013
600,12/19/2013
300,12/19/2013
375,12/19/2013
375,12/19/2013
1125,12/19/2013
2475,12/19/2013
825,12/19/2013
225,12/19/2013
900,12/19/2013
750,12/19/2013
900,12/19/2013
900,12/19/2013
1050,12/19/2013
450,12/19/2013
1500,12/19/2013
1500,12/19/2013
375,12/19/2013
450,12/19/2013
1050,12/19/2013
1350,12/19/2013
450,12/19/2013
450,12/19/2013
75,12/19/2013
450,12/19/2013
300,12/19/2013
1350,12/19/2013
75,12/19/2013
750,12/19/2013
450,12/19/2013
675,12/19/2013
375,12/19/2013
600,12/19/2013
1650,12/19/2013
450,12/19/2013
3750,12/19/2013
1500,12/19/2013
900,12/19/2013
150,12/20/2013
1200,12/20/2013
900,12/20/2013
300,12/20/2013
975,12/20/2013
450,12/20/2013
375,12/20/2013
600,12/20/2013
825,12/20/2013
600,12/20/2013
1050,12/20/2013
300,12/20/2013
1200,12/20/2013
600,12/20/2013
150,12/20/2013
75,12/20/2013
1800,12/20/2013
900,12/20/2013
150,12/20/2013
1500,12/20/2013
450,12/20/2013
525,12/20/2013
150,12/20/2013
450,12/20/2013
450,12/20/2013
525,12/20/2013
4500,12/20/2013
750,12/20/2013
900,12/20/2013
600,12/20/2013
450,12/20/2013
525,12/20/2013
750,12/20/2013
1500,12/20/2013
75,12/20/2013
1350,12/20/2013
450,12/20/2013
750,12/20/2013
225,12/20/2013
900,12/20/2013
750,12/20/2013
300,12/20/2013
375,12/20/2013
525,12/20/2013
600,12/20/2013
1500,12/20/2013
1125,12/20/2013
300,12/20/2013
450,12/20/2013
900,12/20/2013
375,12/20/2013
900,12/20/2013
1350,12/20/2013
1350,12/20/2013
750,12/20/2013
300,12/20/2013
1800,12/20/2013
1350,12/20/2013
450,12/20/2013
525,12/20/2013
300,12/20/2013
6000,12/20/2013
1050,12/20/2013
225,12/20/2013
75,12/20/2013
1950,12/20/2013
1500,12/21/2013
3000,12/21/2013
900,12/21/2013
600,12/21/2013
600,12/21/2013
1800,12/21/2013
450,12/21/2013
1050,12/21/2013
225,12/21/2013
750,12/21/2013
225,12/21/2013
75,12/21/2013
225,12/21/2013
75,12/21/2013
1125,12/21/2013
525,12/21/2013
2250,12/21/2013
1650,12/21/2013
1050,12/21/2013
375,12/21/2013
75,12/21/2013
1500,12/21/2013
900,12/21/2013
1050,12/21/2013
1800,12/21/2013
750,12/21/2013
900,12/21/2013
300,12/21/2013
600,12/21/2013
375,12/21/2013
450,12/22/2013
3000,12/22/2013
900,12/22/2013
1350,12/22/2013
1200,12/22/2013
600,12/22/2013
900,12/22/2013
3600,12/22/2013
1425,12/22/2013
750,12/22/2013
150,12/22/2013
1050,12/22/2013
75,12/22/2013
450,12/22/2013
450,12/22/2013
600,12/22/2013
750,12/22/2013
3600,12/22/2013
2700,12/22/2013
1050,12/22/2013
150,12/22/2013
300,12/23/2013
675,12/23/2013
375,12/23/2013
1200,12/23/2013
450,12/23/2013
1200,12/23/2013
1050,12/23/2013
900,12/23/2013
2700,12/23/2013
2100,12/23/2013
1500,12/23/2013
300,12/23/2013
225,12/23/2013
300,12/23/2013
600,12/23/2013
225,12/23/2013
825,12/23/2013
2100,12/23/2013
900,12/23/2013
525,12/23/2013
225,12/23/2013
3150,12/23/2013
450,12/23/2013
900,12/23/2013
1800,12/23/2013
375,12/23/2013
450,12/23/2013
300,12/23/2013
600,12/23/2013
1800,12/23/2013
150,12/23/2013
1350,12/23/2013
6750,12/23/2013
1500,12/23/2013
975,12/23/2013
300,12/23/2013
900,12/23/2013
375,12/23/2013
900,12/23/2013
675,12/23/2013
675,12/23/2013
300,12/23/2013
300,12/23/2013
225,12/23/2013
1350,12/23/2013
1050,12/23/2013
900,12/23/2013
300,12/23/2013
3300,12/23/2013
1875,12/23/2013
1200,12/23/2013
1050,12/23/2013
450,12/23/2013
450,12/23/2013
150,12/23/2013
1350,12/23/2013
525,12/23/2013
2250,12/23/2013
225,12/23/2013
450,12/23/2013
1350,12/23/2013
2250,12/23/2013
150,12/23/2013
375,12/24/2013
600,12/24/2013
600,12/24/2013
900,12/24/2013
1050,12/24/2013
1500,12/24/2013
150,12/24/2013
3600,12/24/2013
1800,12/24/2013
300,12/24/2013
300,12/24/2013
750,12/24/2013
2100,12/24/2013
2100,12/24/2013
1500,12/24/2013
750,12/24/2013
1800,12/24/2013
150,12/24/2013
900,12/24/2013
600,12/24/2013
600,12/24/2013
300,12/24/2013
1350,12/24/2013
4050,12/24/2013
4950,12/24/2013
825,12/24/2013
1800,12/24/2013
450,12/24/2013
600,12/24/2013
1500,12/24/2013
450,12/24/2013
450,12/24/2013
225,12/24/2013
525,12/24/2013
3750,12/24/2013
225,12/24/2013
600,12/24/2013
75,12/24/2013
375,12/24/2013
1800,12/24/2013
2400,12/24/2013
1200,12/24/2013
75,12/24/2013
300,12/24/2013
675,12/24/2013
150,12/24/2013
75,12/24/2013
450,12/24/2013
75,12/24/2013
1050,12/24/2013
1350,12/24/2013
675,12/24/2013
150,12/24/2013
225,12/24/2013
675,12/24/2013
600,12/24/2013
300,12/24/2013
900,12/24/2013
450,12/24/2013
300,12/25/2013
1500,12/25/2013
975,12/25/2013
675,12/25/2013
825,12/25/2013
600,12/25/2013
825,12/25/2013
675,12/25/2013
2250,12/25/2013
150,12/25/2013
3600,12/25/2013
150,12/25/2013
900,12/25/2013
3000,12/25/2013
225,12/25/2013
1500,12/25/2013
225,12/25/2013
150,12/25/2013
2925,12/25/2013
2250,12/25/2013
525,12/25/2013
675,12/25/2013
75,12/25/2013
900,12/25/2013
150,12/25/2013
2250,12/25/2013
600,12/25/2013
300,12/25/2013
450,12/25/2013
750,12/25/2013
450,12/25/2013
525,12/25/2013
225,12/25/2013
1800,12/25/2013
1350,12/25/2013
600,12/25/2013
450,12/25/2013
1350,12/25/2013
1575,12/25/2013
3375,12/25/2013
600,12/25/2013
750,12/25/2013
1350,12/25/2013
1125,12/25/2013
2400,12/25/2013
450,12/25/2013
4500,12/25/2013
225,12/25/2013
825,12/25/2013
225,12/25/2013
225,12/25/2013
1650,12/25/2013
600,12/25/2013
2625,12/25/2013
1500,12/25/2013
2700,8/23/2012
150,8/23/2012
150,8/23/2012
450,8/23/2012
2025,8/23/2012
600,8/23/2012
600,8/23/2012
75,8/23/2012
525,8/23/2012
150,8/23/2012
450,8/23/2012
1125,8/23/2012
825,8/23/2012
1125,8/23/2012
900,8/23/2012
375,8/23/2012
675,8/23/2012
675,8/23/2012
675,8/23/2012
150,8/23/2012
375,8/23/2012
450,8/23/2012
150,8/23/2012
225,8/23/2012
1650,8/23/2012
150,8/23/2012
1200,8/23/2012
1200,8/23/2012
1050,8/23/2012
675,8/23/2012
750,8/23/2012
450,8/23/2012
1350,8/23/2012
1350,8/23/2012
300,8/23/2012
450,8/23/2012
1200,8/23/2012
1200,8/23/2012
1800,8/23/2012
2250,8/23/2012
1500,8/23/2012
300,8/23/2012
600,8/23/2012
2100,8/24/2012
1200,8/24/2012
900,8/24/2012
750,8/24/2012
900,8/24/2012
600,8/24/2012
300,8/24/2012
600,8/24/2012
225,8/24/2012
225,8/24/2012
525,8/24/2012
300,8/24/2012
300,8/24/2012
300,8/24/2012
900,8/24/2012
600,8/24/2012
675,8/24/2012
450,8/24/2012
1050,8/24/2012
600,8/24/2012
150,8/24/2012
6750,8/24/2012
750,8/24/2012
225,8/24/2012
525,8/24/2012
225,8/24/2012
750,8/24/2012
600,8/24/2012
75,8/24/2012
2700,8/24/2012
225,8/24/2012
450,8/24/2012
2250,8/24/2012
1200,8/24/2012
300,8/24/2012
675,8/24/2012
900,8/24/2012
375,8/24/2012
300,8/24/2012
75,8/24/2012
1875,8/24/2012
450,8/24/2012
1200,8/24/2012
75,8/24/2012
525,8/24/2012
750,8/24/2012
1350,8/24/2012
300,8/24/2012
150,8/24/2012
300,8/24/2012
600,8/24/2012
900,8/24/2012
900,8/24/2012
1350,8/24/2012
75,8/24/2012
900,8/24/2012
225,8/24/2012
225,8/24/2012
900,8/24/2012
450,8/24/2012
225,8/24/2012
1350,8/24/2012
900,8/24/2012
300,8/25/2012
600,8/25/2012
300,8/25/2012
450,8/25/2012
900,8/25/2012
300,8/25/2012
600,8/25/2012
975,8/25/2012
225,8/25/2012
975,8/25/2012
450,8/25/2012
150,8/25/2012
2700,8/25/2012
1800,8/25/2012
900,8/25/2012
1200,8/25/2012
675,8/25/2012
750,8/25/2012
525,8/25/2012
600,8/25/2012
450,8/25/2012
75,8/25/2012
675,8/25/2012
675,8/25/2012
75,8/25/2012
450,8/25/2012
375,8/25/2012
3600,8/25/2012
375,8/25/2012
150,8/25/2012
1500,8/25/2012
150,8/25/2012
1050,8/25/2012
750,8/25/2012
4500,8/25/2012
1125,8/25/2012
225,8/25/2012
675,8/25/2012
525,8/25/2012
2025,8/25/2012
1500,8/25/2012
600,8/25/2012
450,8/25/2012
2250,8/25/2012
825,8/25/2012
225,8/25/2012
450,8/25/2012
150,8/25/2012
600,8/25/2012
825,8/25/2012
1350,8/25/2012
750,8/25/2012
750,8/26/2012
1950,8/26/2012
150,8/26/2012
1200,8/26/2012
750,8/26/2012
675,8/26/2012
2700,8/26/2012
525,8/26/2012
75,8/26/2012
300,8/26/2012
75,8/26/2012
1125,8/26/2012
1125,8/26/2012
1200,8/26/2012
75,8/26/2012
150,8/26/2012
150,8/26/2012
1050,8/26/2012
600,8/26/2012
525,8/26/2012
750,8/26/2012
450,8/26/2012
3825,8/26/2012
225,8/26/2012
450,8/26/2012
150,8/26/2012
300,8/26/2012
525,8/26/2012
450,8/26/2012
150,8/26/2012
525,8/26/2012
375,8/26/2012
75,8/26/2012
750,8/26/2012
2250,8/26/2012
2250,8/26/2012
450,8/26/2012
900,8/26/2012
525,8/26/2012
450,8/26/2012
1350,8/26/2012
225,8/26/2012
3900,8/27/2012
375,8/27/2012
600,8/27/2012
900,8/27/2012
900,8/27/2012
1050,8/27/2012
75,8/27/2012
225,8/27/2012
600,8/27/2012
75,8/27/2012
450,8/27/2012
1050,8/27/2012
225,8/27/2012
450,8/27/2012
675,8/27/2012
675,8/27/2012
450,8/27/2012
1050,8/27/2012
450,8/27/2012
300,8/27/2012
375,8/27/2012
1125,8/27/2012
450,8/27/2012
375,8/27/2012
525,8/27/2012
225,8/27/2012
450,8/27/2012
225,8/27/2012
975,8/27/2012
450,8/27/2012
450,8/27/2012
600,8/27/2012
1350,8/27/2012
600,8/27/2012
525,8/27/2012
375,8/27/2012
225,8/27/2012
2475,8/27/2012
750,8/27/2012
450,8/27/2012
375,8/27/2012
1500,8/27/2012
525,8/27/2012
6000,8/27/2012
450,8/27/2012
375,8/27/2012
525,8/27/2012
1125,8/27/2012
225,8/27/2012
750,8/27/2012
450,8/27/2012
675,8/27/2012
750,8/27/2012
150,8/27/2012
900,8/27/2012
150,8/27/2012
1200,8/27/2012
1650,8/27/2012
1050,8/27/2012
375,8/27/2012
900,8/27/2012
600,8/27/2012
1350,8/27/2012
